Date,Variation,Valeur,Volume Devise Total,Cours Ajuste,Volume Ajuste Total,Cours Normal,Volume Normal Total,source
2026-02-20,0.22,21877090,21877090,4460,4889,4460,4889,DATA
2026-02-20,0.69,18125,18125,3635,5,3635,5,Sicor_ci
2026-02-20,-0.77,9527830,9527830,2580,3687,2580,3687,DATA
2026-02-20,-0.77,9527830,9527830,2580,3687,2580,3687,BOA_NIGER
2026-02-20,0.22,21877090,21877090,4460,4889,4460,4889,BOA_MALI
2026-02-20,4.0,448337005,448337005,7800,60450,7800,60450,DATA
2026-02-20,3.45,34051715,34051715,3150,11033,3150,11033,ORAGROUP_TOGO
2026-02-20,-0.33,16937225,16937225,1510,10839,1510,10839,NEI-CEDA
2026-02-23,0.54,2220760,2220760,74910,29,74910,29,Unilever
2026-02-23,3.28,59227755,59227755,6300,9509,6300,9509,BOA_SN
2026-02-23,-0.22,5234450,5234450,4640,1181,4640,1181,DATA
2026-02-23,7.43,210805,210805,3905,54,3905,54,Sicor_ci
2026-02-23,-1.59,42295080,42295080,3100,13527,3100,13527,ORAGROUP_TOGO
2026-02-23,0.0,19443170,19443170,14000,1389,14000,1389,SMBC
2026-02-23,2.76,26333120,26333120,1675,16133,1675,16133,DATA
2026-02-23,-2.73,15486540,15486540,2850,5400,2850,5400,DATA
2026-02-23,-1.99,6544355,6544355,1480,4500,1480,4500,NEI-CEDA
2026-02-23,0.69,352128235,352128235,29200,12142,29200,12142,DATA
2026-02-23,6.82,39695260,39695260,1880,22896,1880,22896,Vivo energy
2026-02-23,7.43,210805,210805,3905,54,3905,54,DATA
2026-02-23,-7.36,51021855,51021855,2455,20096,2455,20096,SEMC
2026-02-23,6.7,44257935,44257935,2230,20625,2230,20625,DATA
2026-02-23,1.36,12551820,12551820,2615,4876,2615,4876,DATA
2026-02-23,0.0,23280930,23280930,6850,3400,6850,3400,DATA
2026-02-23,-0.77,14793790,14793790,12900,1107,12900,1107,DATA
2026-02-23,-4.5,31807940,31807940,1485,21190,1485,21190,Sucrivoire
2026-02-23,-1.69,9246815,9246815,3500,2632,3500,2632,Sicable
2026-02-23,0.0,28499865,28499865,6800,4194,6800,4194,SIBC
2026-02-23,2.1,116967460,116967460,33995,3494,33995,3494,SGB CI
2026-02-23,0.0,28499865,28499865,6800,4194,6800,4194,DATA
2026-02-23,0.44,74792045,74792045,21495,3496,21495,3496,Sitab_ci
2026-02-23,2.18,60838165,60838165,2345,26366,2345,26366,Uniwax
2026-02-23,0.54,2220760,2220760,74910,29,74910,29,DATA
2026-02-23,-2.73,15486540,15486540,2850,5400,2850,5400,Total senegal
2026-02-23,-5.88,53148821,53148821,32,1623156,32,1623156,ETIT
2026-02-23,1.3,40576655,40576655,15200,2655,15200,2655,Orange ci
2026-02-23,2.18,60838165,60838165,2345,26366,2345,26366,DATA
2026-02-23,0.26,127838720,127838720,7820,16492,7820,16492,DATA
2026-02-23,0.34,77025715,77025715,4475,17262,4475,17262,BOA_MALI
2026-02-23,0.26,5248310,5248310,3875,1358,3875,1358,LNBB
2026-02-23,-3.57,56110115,56110115,2700,20622,2700,20622,Onatel bf
2026-02-23,6.82,39695260,39695260,1880,22896,1880,22896,DATA
2026-02-23,0.34,77025715,77025715,4475,17262,4475,17262,DATA
2026-02-23,0.69,352128235,352128235,29200,12142,29200,12142,Sonatel
2026-02-23,-6.9,29784635,29784635,6005,4611,6005,4611,DATA
2026-02-23,2.76,26333120,26333120,1675,16133,1675,16133,Cfao
2026-02-23,0.0,41292325,41292325,9005,4587,9005,4587,DATA
2026-02-23,3.96,40736070,40736070,12985,3242,12985,3242,DATA
2026-02-23,5.68,31511235,31511235,14795,2178,14795,2178,NSIA
2026-02-23,-1.59,42295080,42295080,3100,13527,3100,13527,DATA
2026-02-23,0.34,23883485,23883485,2950,8102,2950,8102,DATA
2026-02-23,4.37,21907645,21907645,24000,938,24000,938,BICC
2026-02-23,6.7,44257935,44257935,2230,20625,2230,20625,AGL
2026-02-23,1.29,4116540,4116540,1575,2614,1575,2614,Bernabe
2026-02-23,0.0,19443170,19443170,14000,1389,14000,1389,DATA
2026-02-23,0.0,23863370,23863370,35540,664,35540,664,DATA
2026-02-23,-0.77,14793790,14793790,12900,1107,12900,1107,CORIS_BANK
2026-02-23,7.34,27706530,27706530,3773,7366,5335,5209,DATA
2026-02-23,-5.88,53148821,53148821,32,1623156,32,1623156,DATA
2026-02-23,-1.99,6544355,6544355,1480,4500,1480,4500,DATA
2026-02-23,-3.69,16382155,16382155,3650,4413,3650,4413,DATA
2026-02-23,-0.54,13726565,13726565,4625,2967,4625,2967,DATA
2026-02-23,2.41,59175795,59175795,8500,7022,8500,7022,DATA
2026-02-23,-0.22,5234450,5234450,4640,1181,4640,1181,Tractafric
2026-02-23,1.53,19083325,19083325,1990,9629,1990,9629,DATA
2026-02-23,-1.69,9246815,9246815,3500,2632,3500,2632,DATA
2026-02-23,-6.9,29784635,29784635,6005,4611,6005,4611,SODE CI
2026-02-23,0.34,23883485,23883485,2950,8102,2950,8102,CIE CI
2026-02-23,2.41,59175795,59175795,8500,7022,8500,7022,SOGB
2026-02-23,7.34,27706530,27706530,3773,7366,5335,5209,SAFCA
2026-02-23,2.15,52249820,52249820,2850,18542,2850,18542,DATA
2026-02-23,2.15,52249820,52249820,2850,18542,2850,18542,Erium ci
2026-02-23,-3.57,56110115,56110115,2700,20622,2700,20622,DATA
2026-02-23,3.28,59227755,59227755,6300,9509,6300,9509,DATA
2026-02-23,-1.18,18035345,18035345,16700,1078,16700,1078,DATA
2026-02-23,-3.69,16382155,16382155,3650,4413,3650,4413,Servair
2026-02-23,2.7,5132035,5132035,2285,2266,2285,2266,Filtisac
2026-02-23,0.0,23280930,23280930,6850,3400,6850,3400,BOA_BENIN
2026-02-23,-7.36,51021855,51021855,2455,20096,2455,20096,DATA
2026-02-23,-0.54,13726565,13726565,4625,2967,4625,2967,BOA_BF
2026-02-23,-4.5,31807940,31807940,1485,21190,1485,21190,DATA
2026-02-23,0.26,5248310,5248310,3875,1358,3875,1358,DATA
2026-02-23,4.37,21907645,21907645,24000,938,24000,938,DATA
2026-02-23,1.36,12551820,12551820,2615,4876,2615,4876,BOA_NIGER
2026-02-23,1.9,35078870,35078870,5100,6668,5100,6668,DATA
2026-02-23,2.44,95544090,95544090,7990,12043,7990,12043,Saph
2026-02-23,0.0,41292325,41292325,9005,4587,9005,4587,Palm ci
2026-02-23,2.44,95544090,95544090,7990,12043,7990,12043,DATA
2026-02-23,2.7,5132035,5132035,2285,2266,2285,2266,DATA
2026-02-23,0.44,74792045,74792045,21495,3496,21495,3496,DATA
2026-02-23,1.29,4116540,4116540,1575,2614,1575,2614,DATA
2026-02-23,-1.18,18035345,18035345,16700,1078,16700,1078,ECOBANK_CI
2026-02-23,2.1,116967460,116967460,33995,3494,33995,3494,DATA
2026-02-23,1.3,40576655,40576655,15200,2655,15200,2655,DATA
2026-02-23,-3.37,14965900,14965900,2725,5462,2725,5462,Total ci
2026-02-23,0.26,127838720,127838720,7820,16492,7820,16492,BOA_CI
2026-02-23,1.53,19083325,19083325,1990,9629,1990,9629,Setao
2026-02-23,0.0,23863370,23863370,35540,664,35540,664,Solibra
2026-02-23,3.96,40736070,40736070,12985,3242,12985,3242,Nestle
2026-02-23,5.68,31511235,31511235,14795,2178,14795,2178,DATA
2026-02-23,-3.37,14965900,14965900,2725,5462,2725,5462,DATA
2026-02-23,1.9,35078870,35078870,5100,6668,5100,6668,BICB
2026-02-24,3.51,11146300,11146300,2950,3830,2950,3830,Erium ci
2026-02-24,1.44,21319425,21319425,34485,623,34485,623,DATA
2026-02-24,0.0,28291835,28291835,6300,4551,6300,4551,DATA
2026-02-24,-4.29,215591850,215591850,13400,15799,13400,15799,DATA
2026-02-24,-0.12,32219140,32219140,8490,3795,8490,3795,SOGB
2026-02-24,2.35,30743465,30743465,2400,12989,2400,12989,DATA
2026-02-24,1.61,41117650,41117650,3150,13248,3150,13248,ORAGROUP_TOGO
2026-02-24,0.0,23997690,23997690,1880,13191,1880,13191,DATA
2026-02-24,0.0,19727050,19727050,16700,1182,16700,1182,ECOBANK_CI
2026-02-24,-0.15,7541435,7541435,74800,102,74800,102,Unilever
2026-02-24,1.97,13687705,13687705,15500,896,15500,896,Orange ci
2026-02-24,0.06,121945565,121945565,7825,15585,7825,15585,DATA
2026-02-24,7.43,750905,750905,4195,179,4195,179,Sicor_ci
2026-02-24,-2.8,2002660,2002660,4510,432,4510,432,DATA
2026-02-24,0.32,4758185,4758185,1580,3031,1580,3031,DATA
2026-02-24,0.0,63172117,63172117,32,1965223,32,1965223,ETIT
2026-02-24,2.35,30743465,30743465,2400,12989,2400,12989,Uniwax
2026-02-24,3.14,41818675,41818675,2300,18151,2300,18151,AGL
2026-02-24,0.0,7519000,7519000,2850,2668,2850,2668,Total senegal
2026-02-24,0.0,63172117,63172117,32,1965223,32,1965223,DATA
2026-02-24,0.23,33230520,33230520,12930,2459,12930,2459,CORIS_BANK
2026-02-24,0.29,3918710,3918710,3510,1120,3510,1120,DATA
2026-02-24,6.66,3123910,3123910,6405,488,6405,488,SODE CI
2026-02-24,-0.34,15930540,15930540,2940,5519,2940,5519,CIE CI
2026-02-24,0.5,9166125,9166125,2000,4609,2000,4609,DATA
2026-02-24,-0.73,8449345,8449345,2705,3111,2705,3111,Total ci
2026-02-24,-2.8,2002660,2002660,4510,432,4510,432,Tractafric
2026-02-24,-0.12,32219140,32219140,8490,3795,8490,3795,DATA
2026-02-24,-0.21,20145475,20145475,21450,938,21450,938,DATA
2026-02-24,0.76,7023595,7023595,4660,1513,4660,1513,DATA
2026-02-24,0.0,32041600,32041600,6800,4713,6800,4713,SIBC
2026-02-24,-0.66,6839415,6839415,2270,2999,2270,2999,DATA
2026-02-24,-3.56,20569595,20569595,3520,5827,3520,5827,DATA
2026-02-24,-0.73,8449345,8449345,2705,3111,2705,3111,DATA
2026-02-24,1.56,57117850,57117850,8115,7108,8115,7108,DATA
2026-02-24,-0.15,7541435,7541435,74800,102,74800,102,DATA
2026-02-24,-0.85,55365080,55365080,3741,14486,5290,10244,SAFCA
2026-02-24,3.51,11146300,11146300,2950,3830,2950,3830,DATA
2026-02-24,2.36,4749605,4749605,1520,3175,1520,3175,DATA
2026-02-24,0.34,13692490,13692490,1485,9232,1485,9232,DATA
2026-02-24,0.32,4758185,4758185,1580,3031,1580,3031,Bernabe
2026-02-24,0.58,6135895,6135895,6890,896,6890,896,BOA_BENIN
2026-02-24,-0.85,55365080,55365080,3741,14486,5290,10244,DATA
2026-02-24,0.0,86792655,86792655,24000,3503,24000,3503,BICC
2026-02-24,0.0,7524580,7524580,35540,206,35540,206,DATA
2026-02-24,0.76,7023595,7023595,4660,1513,4660,1513,BOA_BF
2026-02-24,-0.06,12496455,12496455,9000,1394,9000,1394,Palm ci
2026-02-24,1.83,45764555,45764555,2500,18242,2500,18242,DATA
2026-02-24,1.97,13687705,13687705,15500,896,15500,896,DATA
2026-02-24,0.0,28291835,28291835,6300,4551,6300,4551,BOA_SN
2026-02-24,1.19,21354725,21354725,1695,12862,1695,12862,Cfao
2026-02-24,6.66,3123910,3123910,6405,488,6405,488,DATA
2026-02-24,-4.29,215591850,215591850,13400,15799,13400,15799,SMBC
2026-02-24,0.0,19727050,19727050,16700,1182,16700,1182,DATA
2026-02-24,0.23,33230520,33230520,12930,2459,12930,2459,DATA
2026-02-24,-0.06,12496455,12496455,9000,1394,9000,1394,DATA
2026-02-24,0.0,86792655,86792655,24000,3503,24000,3503,DATA
2026-02-24,2.87,7765490,7765490,2690,2888,2690,2888,DATA
2026-02-24,0.58,6135895,6135895,6890,896,6890,896,DATA
2026-02-24,3.14,41818675,41818675,2300,18151,2300,18151,DATA
2026-02-24,2.87,7765490,7765490,2690,2888,2690,2888,BOA_NIGER
2026-02-24,-2.96,6129860,6129860,12600,475,12600,475,DATA
2026-02-24,0.2,1887325,1887325,5110,367,5110,367,BICB
2026-02-24,7.43,750905,750905,4195,179,4195,179,DATA
2026-02-24,1.83,45764555,45764555,2500,18242,2500,18242,SEMC
2026-02-24,0.5,9166125,9166125,2000,4609,2000,4609,Setao
2026-02-24,0.0,13128070,13128070,14795,890,14795,890,NSIA
2026-02-24,0.0,23997690,23997690,1880,13191,1880,13191,Vivo energy
2026-02-24,1.61,41117650,41117650,3150,13248,3150,13248,DATA
2026-02-24,-1.37,92474200,92474200,28800,3206,28800,3206,DATA
2026-02-24,-2.96,6129860,6129860,12600,475,12600,475,Nestle
2026-02-24,0.0,7519000,7519000,2850,2668,2850,2668,DATA
2026-02-24,0.34,13692490,13692490,1485,9232,1485,9232,NEI-CEDA
2026-02-24,0.06,121945565,121945565,7825,15585,7825,15585,BOA_CI
2026-02-24,3.7,10762695,10762695,2800,3969,2800,3969,Onatel bf
2026-02-24,3.7,10762695,10762695,2800,3969,2800,3969,DATA
2026-02-24,1.56,57117850,57117850,8115,7108,8115,7108,Saph
2026-02-24,2.36,4749605,4749605,1520,3175,1520,3175,Sucrivoire
2026-02-24,0.2,1887325,1887325,5110,367,5110,367,DATA
2026-02-24,0.29,3918710,3918710,3510,1120,3510,1120,Sicable
2026-02-24,-0.11,16975260,16975260,4470,3799,4470,3799,BOA_MALI
2026-02-24,-1.68,2678385,2678385,3810,696,3810,696,LNBB
2026-02-24,-0.21,20145475,20145475,21450,938,21450,938,Sitab_ci
2026-02-24,0.0,7524580,7524580,35540,206,35540,206,Solibra
2026-02-24,1.19,21354725,21354725,1695,12862,1695,12862,DATA
2026-02-24,0.0,32041600,32041600,6800,4713,6800,4713,DATA
2026-02-24,0.0,13128070,13128070,14795,890,14795,890,DATA
2026-02-24,-0.11,16975260,16975260,4470,3799,4470,3799,DATA
2026-02-24,-0.34,15930540,15930540,2940,5519,2940,5519,DATA
2026-02-24,1.44,21319425,21319425,34485,623,34485,623,SGB CI
2026-02-24,-3.56,20569595,20569595,3520,5827,3520,5827,Servair
2026-02-24,-1.37,92474200,92474200,28800,3206,28800,3206,Sonatel
2026-02-24,-0.66,6839415,6839415,2270,2999,2270,2999,Filtisac
2026-02-24,-1.68,2678385,2678385,3810,696,3810,696,DATA
2026-02-25,0.86,27336680,27336680,4700,5825,4700,5825,BOA_BF
2026-02-25,-3.04,19280665,19280665,2715,7008,2715,7008,Onatel bf
2026-02-25,0.34,84420415,84420415,2950,28696,2950,28696,CIE CI
2026-02-25,1.76,13269380,13269380,5200,2577,5200,2577,DATA
2026-02-25,-0.64,21521090,21521090,14700,1462,14700,1462,NSIA
2026-02-25,2.23,3156570,3156570,3895,817,3895,817,LNBB
2026-02-25,4.28,10531280,10531280,1585,6885,1585,6885,DATA
2026-02-25,3.24,13052530,13052530,1750,7539,1750,7539,Cfao
2026-02-25,0.0,13811310,13811310,2000,6917,2000,6917,DATA
2026-02-25,1.75,11179705,11179705,3205,3493,3205,3493,DATA
2026-02-25,0.96,238680800,238680800,7900,30278,7900,30278,DATA
2026-02-25,0.0,234437795,234437795,6800,34385,6800,34385,SIBC
2026-02-25,1.59,15337125,15337125,6400,2411,6400,2411,DATA
2026-02-25,1.12,42774325,42774325,4520,9516,4520,9516,BOA_MALI
2026-02-25,0.44,14636025,14636025,2280,6416,2280,6416,Filtisac
2026-02-25,-2.08,28769280,28769280,2350,12078,2350,12078,DATA
2026-02-25,0.0,13811310,13811310,2000,6917,2000,6917,Setao
2026-02-25,0.0,60338640,60338640,9000,6706,9000,6706,DATA
2026-02-25,2.6,33685235,33685235,24625,1351,24625,1351,BICC
2026-02-25,-3.13,63177027,63177027,31,1991556,31,1991556,ETIT
2026-02-25,0.0,653806380,653806380,16700,39415,16700,39415,ECOBANK_CI
2026-02-25,1.66,42238955,42238955,2750,15534,2750,15534,DATA
2026-02-25,2.98,24094510,24094510,12975,1877,12975,1877,DATA
2026-02-25,1.69,13818130,13818130,3000,4636,3000,4636,DATA
2026-02-25,3.96,42927520,42927520,3889,11016,5500,7790,SAFCA
2026-02-25,0.97,334814070,334814070,15650,21429,15650,21429,DATA
2026-02-25,0.34,84420415,84420415,2950,28696,2950,28696,DATA
2026-02-25,2.13,26059160,26059160,1920,14021,1920,14021,DATA
2026-02-25,1.39,316995200,316995200,29200,10964,29200,10964,Sonatel
2026-02-25,1.12,42774325,42774325,4520,9516,4520,9516,DATA
2026-02-25,-0.95,9969485,9969485,1565,6309,1565,6309,Bernabe
2026-02-25,0.97,334814070,334814070,15650,21429,15650,21429,Orange ci
2026-02-25,-0.64,21521090,21521090,14700,1462,14700,1462,DATA
2026-02-25,4.61,55793690,55793690,6700,8651,6700,8651,DATA
2026-02-25,-3.04,19280665,19280665,2715,7008,2715,7008,DATA
2026-02-25,7.41,9274110,9274110,3770,2572,3770,2572,DATA
2026-02-25,1.76,13269380,13269380,5200,2577,5200,2577,BICB
2026-02-25,2.23,3156570,3156570,3895,817,3895,817,DATA
2026-02-25,2.23,55690805,55690805,35255,1606,35255,1606,SGB CI
2026-02-25,0.0,234437795,234437795,6800,34385,6800,34385,DATA
2026-02-25,7.5,23862785,23862785,38205,638,38205,638,Solibra
2026-02-25,3.24,13052530,13052530,1750,7539,1750,7539,DATA
2026-02-25,4.28,10531280,10531280,1585,6885,1585,6885,Sucrivoire
2026-02-25,1.59,15337125,15337125,6400,2411,6400,2411,BOA_SN
2026-02-25,1.75,11179705,11179705,3205,3493,3205,3493,ORAGROUP_TOGO
2026-02-25,-0.43,50756905,50756905,2290,22425,2290,22425,AGL
2026-02-25,2.77,5088660,5088660,4635,1114,4635,1114,DATA
2026-02-25,-1.42,145167625,145167625,8000,18067,8000,18067,DATA
2026-02-25,-0.24,1906740,1906740,4185,455,4185,455,Sicor_ci
2026-02-25,-0.95,9969485,9969485,1565,6309,1565,6309,DATA
2026-02-25,3.69,29191395,29191395,3650,7896,3650,7896,Servair
2026-02-25,0.0,653806380,653806380,16700,39415,16700,39415,DATA
2026-02-25,7.41,9274110,9274110,3770,2572,3770,2572,Sicable
2026-02-25,0.0,260029465,260029465,13400,19407,13400,19407,SMBC
2026-02-25,0.96,238680800,238680800,7900,30278,7900,30278,BOA_CI
2026-02-25,-1.68,6412745,6412745,1460,4323,1460,4323,NEI-CEDA
2026-02-25,0.0,10618230,10618230,2850,3719,2850,3719,DATA
2026-02-25,2.98,24094510,24094510,12975,1877,12975,1877,Nestle
2026-02-25,1.39,316995200,316995200,29200,10964,29200,10964,DATA
2026-02-25,-1.42,145167625,145167625,8000,18067,8000,18067,Saph
2026-02-25,2.13,26059160,26059160,1920,14021,1920,14021,Vivo energy
2026-02-25,-3.4,32324155,32324155,2415,13194,2415,13194,SEMC
2026-02-25,-0.24,1906740,1906740,4185,455,4185,455,DATA
2026-02-25,5.58,34789345,34789345,2840,12801,2840,12801,BOA_NIGER
2026-02-25,0.0,109512340,109512340,6890,15892,6890,15892,DATA
2026-02-25,-0.43,50756905,50756905,2290,22425,2290,22425,DATA
2026-02-25,5.58,34789345,34789345,2840,12801,2840,12801,DATA
2026-02-25,2.6,33685235,33685235,24625,1351,24625,1351,DATA
2026-02-25,7.08,44714005,44714005,13845,3240,13845,3240,DATA
2026-02-25,-7.49,7780645,7780645,69200,107,69200,107,Unilever
2026-02-25,-3.4,32324155,32324155,2415,13194,2415,13194,DATA
2026-02-25,0.12,49999595,49999595,21475,2329,21475,2329,Sitab_ci
2026-02-25,7.5,23862785,23862785,38205,638,38205,638,DATA
2026-02-25,0.12,49999595,49999595,21475,2329,21475,2329,DATA
2026-02-25,1.24,27656660,27656660,8595,3233,8595,3233,DATA
2026-02-25,3.96,42927520,42927520,3889,11016,5500,7790,DATA
2026-02-25,3.69,29191395,29191395,3650,7896,3650,7896,DATA
2026-02-25,0.0,60338640,60338640,9000,6706,9000,6706,Palm ci
2026-02-25,-3.13,63177027,63177027,31,1991556,31,1991556,DATA
2026-02-25,1.69,13818130,13818130,3000,4636,3000,4636,Erium ci
2026-02-25,2.23,55690805,55690805,35255,1606,35255,1606,DATA
2026-02-25,2.77,5088660,5088660,4635,1114,4635,1114,Tractafric
2026-02-25,0.86,27336680,27336680,4700,5825,4700,5825,DATA
2026-02-25,0.0,109512340,109512340,6890,15892,6890,15892,BOA_BENIN
2026-02-25,7.08,44714005,44714005,13845,3240,13845,3240,CORIS_BANK
2026-02-25,1.24,27656660,27656660,8595,3233,8595,3233,SOGB
2026-02-25,-7.49,7780645,7780645,69200,107,69200,107,DATA
2026-02-25,0.0,260029465,260029465,13400,19407,13400,19407,DATA
2026-02-25,0.44,14636025,14636025,2280,6416,2280,6416,DATA
2026-02-25,4.61,55793690,55793690,6700,8651,6700,8651,SODE CI
2026-02-25,0.0,10618230,10618230,2850,3719,2850,3719,Total senegal
2026-02-25,1.66,42238955,42238955,2750,15534,2750,15534,Total ci
2026-02-25,-2.08,28769280,28769280,2350,12078,2350,12078,Uniwax
2026-02-25,-1.68,6412745,6412745,1460,4323,1460,4323,DATA
2026-02-26,0.0,8927675,8927675,9000,992,9000,992,DATA
2026-02-26,0.0,38867050,38867050,3000,13127,3000,13127,DATA
2026-02-26,-3.66,16657655,16657655,12500,1331,12500,1331,DATA
2026-02-26,-1.24,21843595,21843595,2385,9228,2385,9228,DATA
2026-02-26,1.47,88937965,88937965,6900,13047,6900,13047,SIBC
2026-02-26,-0.25,12832645,12832645,1995,6431,1995,6431,DATA
2026-02-26,6.72,11958900,11958900,7150,1749,7150,1749,SODE CI
2026-02-26,0.68,11197505,11197505,14800,759,14800,759,NSIA
2026-02-26,0.16,4532700,4532700,3210,1411,3210,1411,DATA
2026-02-26,1.29,5327740,5327740,2750,1947,2750,1947,Onatel bf
2026-02-26,1.04,10404070,10404070,1940,5454,1940,5454,Vivo energy
2026-02-26,3.29,20791590,20791590,3770,5639,3770,5639,DATA
2026-02-26,1.71,6915960,6915960,16985,408,16985,408,DATA
2026-02-26,-1.83,11645170,11645170,13155,872,13155,872,SMBC
2026-02-26,0.88,15581765,15581765,2300,6787,2300,6787,DATA
2026-02-26,6.13,17583565,17583565,8490,2120,8490,2120,DATA
2026-02-26,-2.05,8326605,8326605,3815,2160,3815,2160,DATA
2026-02-26,0.99,12218785,12218785,8680,1412,8680,1412,SOGB
2026-02-26,-0.12,136125265,136125265,21450,6406,21450,6406,Sitab_ci
2026-02-26,0.26,64905355,64905355,15690,4150,15690,4150,DATA
2026-02-26,-3.93,23985010,23985010,2200,10850,2200,10850,AGL
2026-02-26,0.64,10445845,10445845,1575,6575,1575,6575,Bernabe
2026-02-26,0.0,65093248,65093248,31,2199196,31,2199196,DATA
2026-02-26,0.68,11197505,11197505,14800,759,14800,759,DATA
2026-02-26,6.37,80019375,80019375,37500,2137,37500,2137,SGB CI
2026-02-26,7.46,85107855,85107855,4179,20570,5910,14546,DATA
2026-02-26,1.06,19136210,19136210,5255,3657,5255,3657,BICB
2026-02-26,0.68,8680875,8680875,1470,5875,1470,5875,DATA
2026-02-26,6.37,80019375,80019375,37500,2137,37500,2137,DATA
2026-02-26,1.12,11007350,11007350,14000,794,14000,794,DATA
2026-02-26,1.29,5327740,5327740,2750,1947,2750,1947,DATA
2026-02-26,0.8,3061860,3061860,3800,801,3800,801,Sicable
2026-02-26,1.47,88937965,88937965,6900,13047,6900,13047,DATA
2026-02-26,-0.12,1107415,1107415,4180,265,4180,265,Sicor_ci
2026-02-26,0.0,24603715,24603715,4520,5445,4520,5445,DATA
2026-02-26,1.04,10404070,10404070,1940,5454,1940,5454,DATA
2026-02-26,7.32,40872560,40872560,41000,1003,41000,1003,Solibra
2026-02-26,3.29,20791590,20791590,3770,5639,3770,5639,Servair
2026-02-26,0.0,201735620,201735620,29200,6915,29200,6915,DATA
2026-02-26,6.13,17583565,17583565,8490,2120,8490,2120,Saph
2026-02-26,2.29,11963040,11963040,1790,6785,1790,6785,DATA
2026-02-26,0.68,8680875,8680875,1470,5875,1470,5875,NEI-CEDA
2026-02-26,7.46,85107855,85107855,4179,20570,5910,14546,SAFCA
2026-02-26,-0.18,9307420,9307420,2845,3272,2845,3272,Total senegal
2026-02-26,0.99,12218785,12218785,8680,1412,8680,1412,DATA
2026-02-26,7.37,4314270,4314270,74300,59,74300,59,Unilever
2026-02-26,0.88,15581765,15581765,2300,6787,2300,6787,Filtisac
2026-02-26,1.45,28162140,28162140,6990,4082,6990,4082,DATA
2026-02-26,1.71,6915960,6915960,16985,408,16985,408,ECOBANK_CI
2026-02-26,3.55,74304245,74304245,25500,2849,25500,2849,BICC
2026-02-26,0.8,3061860,3061860,3800,801,3800,801,DATA
2026-02-26,5.46,70550815,70550815,2995,24734,2995,24734,DATA
2026-02-26,-1.24,21843595,21843595,2385,9228,2385,9228,SEMC
2026-02-26,-0.18,9307420,9307420,2845,3272,2845,3272,DATA
2026-02-26,1.12,11007350,11007350,14000,794,14000,794,CORIS_BANK
2026-02-26,1.06,19136210,19136210,5255,3657,5255,3657,DATA
2026-02-26,-1.83,11645170,11645170,13155,872,13155,872,DATA
2026-02-26,1.06,22718165,22718165,2375,9625,2375,9625,Uniwax
2026-02-26,-0.86,2469635,2469635,4595,534,4595,534,DATA
2026-02-26,0.0,38867050,38867050,3000,13127,3000,13127,Erium ci
2026-02-26,7.37,4314270,4314270,74300,59,74300,59,DATA
2026-02-26,5.08,17972745,17972745,3100,5973,3100,5973,CIE CI
2026-02-26,0.16,4532700,4532700,3210,1411,3210,1411,ORAGROUP_TOGO
2026-02-26,-0.12,1107415,1107415,4180,265,4180,265,DATA
2026-02-26,-3.66,16657655,16657655,12500,1331,12500,1331,Nestle
2026-02-26,5.46,70550815,70550815,2995,24734,2995,24734,BOA_NIGER
2026-02-26,1.91,27592665,27592665,4790,5822,4790,5822,BOA_BF
2026-02-26,0.0,24603715,24603715,4520,5445,4520,5445,BOA_MALI
2026-02-26,-3.93,23985010,23985010,2200,10850,2200,10850,DATA
2026-02-26,1.06,22718165,22718165,2375,9625,2375,9625,DATA
2026-02-26,0.63,208691300,208691300,7950,26421,7950,26421,BOA_CI
2026-02-26,0.0,65093248,65093248,31,2199196,31,2199196,ETIT
2026-02-26,3.13,27867015,27867015,6600,4330,6600,4330,BOA_SN
2026-02-26,0.0,201735620,201735620,29200,6915,29200,6915,Sonatel
2026-02-26,5.08,17972745,17972745,3100,5973,3100,5973,DATA
2026-02-26,0.63,208691300,208691300,7950,26421,7950,26421,DATA
2026-02-26,-0.25,12832645,12832645,1995,6431,1995,6431,Setao
2026-02-26,6.72,11958900,11958900,7150,1749,7150,1749,DATA
2026-02-26,-0.12,136125265,136125265,21450,6406,21450,6406,DATA
2026-02-26,-0.18,9613835,9613835,2745,3509,2745,3509,Total ci
2026-02-26,-0.86,2469635,2469635,4595,534,4595,534,Tractafric
2026-02-26,-2.05,8326605,8326605,3815,2160,3815,2160,LNBB
2026-02-26,0.95,20690965,20690965,1600,13001,1600,13001,Sucrivoire
2026-02-26,7.32,40872560,40872560,41000,1003,41000,1003,DATA
2026-02-26,1.91,27592665,27592665,4790,5822,4790,5822,DATA
2026-02-26,1.45,28162140,28162140,6990,4082,6990,4082,BOA_BENIN
2026-02-26,0.64,10445845,10445845,1575,6575,1575,6575,DATA
2026-02-26,3.55,74304245,74304245,25500,2849,25500,2849,DATA
2026-02-26,0.95,20690965,20690965,1600,13001,1600,13001,DATA
2026-02-26,-0.18,9613835,9613835,2745,3509,2745,3509,DATA
2026-02-26,0.26,64905355,64905355,15690,4150,15690,4150,Orange ci
2026-02-26,3.13,27867015,27867015,6600,4330,6600,4330,DATA
2026-02-26,2.29,11963040,11963040,1790,6785,1790,6785,Cfao
2026-02-26,0.0,8927675,8927675,9000,992,9000,992,Palm ci
2026-02-27,3.17,3175730,3175730,1625,1998,1625,1998,Bernabe
2026-02-27,2.87,74705,74705,4300,18,4300,18,DATA
