Date,Variation,Valeur,Volume Devise Total,Cours Ajuste,Volume Ajuste Total,Cours Normal,Volume Normal Total,source
2026-04-13,0.0,14957730,14957730,37200,398,37200,398,Solibra
2026-04-13,-3.67,40384210,40384210,15615,2516,15615,2516,DATA
2026-04-13,-1.34,27295390,27295390,7000,3879,7000,3879,DATA
2026-04-13,-3.46,18348385,18348385,4190,4324,4190,4324,DATA
2026-04-13,0.77,9042390,9042390,1975,4591,1975,4591,DATA
2026-04-13,-0.18,4057425,4057425,2795,1469,2795,1469,DATA
2026-04-13,-1.08,19550255,19550255,4580,4235,4580,4235,BOA_MALI
2026-04-13,-1.16,4923840,4923840,8500,577,8500,577,DATA
2026-04-13,0.14,7745715,7745715,3475,2240,3475,2240,Servair
2026-04-13,-0.29,29525520,29525520,33900,871,33900,871,SGB CI
2026-04-13,6.89,1281920,1281920,61995,21,61995,21,DATA
2026-04-13,-0.67,16260305,16260305,7450,2264,7450,2264,BOA_BENIN
2026-04-13,-1.06,45127865,45127865,21000,2137,21000,2137,DATA
2026-04-13,-2.97,2998005,2998005,4900,600,4900,600,Tractafric
2026-04-13,0.26,11995025,11995025,1900,6363,1900,6363,AGL
2026-04-13,2.55,20100380,20100380,1405,14443,1405,14443,NEI-CEDA
2026-04-13,-1.68,26867705,26867705,7320,3767,7320,3767,Saph
2026-04-13,-0.18,4057425,4057425,2795,1469,2795,1469,Total ci
2026-04-13,0.0,12933492,12933492,34,382722,34,382722,ETIT
2026-04-13,-2.28,11594550,11594550,12000,953,12000,953,DATA
2026-04-13,-0.88,8229695,8229695,7900,1033,7900,1033,DATA
2026-04-13,0.18,112236575,112236575,8500,13208,8500,13208,BOA_CI
2026-04-13,-0.61,2574305,2574305,1630,1571,1630,1571,DATA
2026-04-13,-0.55,11130375,11130375,5229,2131,7395,1507,DATA
2026-04-13,-0.55,11130375,11130375,5229,2131,7395,1507,SAFCA
2026-04-13,-1.34,27295390,27295390,7000,3879,7000,3879,SIBC
2026-04-13,-0.43,3466465,3466465,2295,1511,2295,1511,Filtisac
2026-04-13,0.77,9042390,9042390,1975,4591,1975,4591,Uniwax
2026-04-13,0.0,14957730,14957730,37200,398,37200,398,DATA
2026-04-13,2.59,19230370,19230370,11900,1645,11900,1645,SMBC
2026-04-13,0.0,12933492,12933492,34,382722,34,382722,DATA
2026-04-13,-1.41,11249360,11249360,3150,3550,3150,3550,DATA
2026-04-13,-1.41,11249360,11249360,3150,3550,3150,3550,CIE CI
2026-04-13,5.07,10706545,10706545,3215,3388,3215,3388,DATA
2026-04-13,0.6,12764540,12764540,6730,1902,6730,1902,DATA
2026-04-13,-1.03,1412645,1412645,3855,365,3855,365,LNBB
2026-04-13,2.55,20100380,20100380,1405,14443,1405,14443,DATA
2026-04-13,0.0,23579865,23579865,5680,4150,5680,4150,BOA_BF
2026-04-13,1.45,13668570,13668570,3500,3950,3500,3950,DATA
2026-04-13,-1.43,35371450,35371450,14790,2356,14790,2356,Orange ci
2026-04-13,5.13,95480,95480,4200,23,4200,23,Sicor_ci
2026-04-13,0.1,14285630,14285630,15215,907,15215,907,CORIS_BANK
2026-04-13,0.14,7745715,7745715,3475,2240,3475,2240,DATA
2026-04-13,6.89,1281920,1281920,61995,21,61995,21,Unilever
2026-04-13,-2.97,2998005,2998005,4900,600,4900,600,DATA
2026-04-13,0.26,11995025,11995025,1900,6363,1900,6363,DATA
2026-04-13,5.13,95480,95480,4200,23,4200,23,DATA
2026-04-13,-0.58,7573970,7573970,5120,1478,5120,1478,DATA
2026-04-13,-1.03,1412645,1412645,3855,365,3855,365,DATA
2026-04-13,-0.88,8229695,8229695,7900,1033,7900,1033,SOGB
2026-04-13,-0.18,11574040,11574040,14175,816,14175,816,DATA
2026-04-13,-1.68,26867705,26867705,7320,3767,7320,3767,DATA
2026-04-13,2.48,25081420,25081420,2895,8701,2895,8701,DATA
2026-04-13,-1.48,55306155,55306155,1995,27674,1995,27674,DATA
2026-04-13,-1.48,55306155,55306155,1995,27674,1995,27674,Sucrivoire
2026-04-13,-4.91,3542080,3542080,3000,1147,3000,1147,Total senegal
2026-04-13,0.0,23579865,23579865,5680,4150,5680,4150,DATA
2026-04-13,-4.26,41528435,41528435,22500,1872,22500,1872,BICC
2026-04-13,0.78,2437645,2437645,1940,1253,1940,1253,SEMC
2026-04-13,0.18,112236575,112236575,8500,13208,8500,13208,DATA
2026-04-13,-2.28,11594550,11594550,12000,953,12000,953,Nestle
2026-04-13,-1.43,35371450,35371450,14790,2356,14790,2356,DATA
2026-04-13,-1.83,10136195,10136195,2150,4690,2150,4690,Vivo energy
2026-04-14,3.21,2550815,2550815,38395,67,38395,67,DATA
2026-04-14,-0.42,7244890,7244890,11850,611,11850,611,DATA
2026-04-14,2.27,22115195,22115195,23010,959,23010,959,DATA
2026-04-14,-0.48,14842175,14842175,3135,4873,3135,4873,DATA
2026-04-14,0.97,879975,879975,1565,564,1565,564,DATA
2026-04-14,-1.8,10989035,10989035,1905,5728,1905,5728,SEMC
2026-04-14,-0.53,8382335,8382335,1890,4456,1890,4456,AGL
2026-04-14,-4.65,5374805,5374805,3995,1334,3995,1334,DATA
2026-04-14,0.3,31986310,31986310,6750,4732,6750,4732,DATA
2026-04-14,0.25,66624700,66624700,2000,33434,2000,33434,DATA
2026-04-14,0.29,11316990,11316990,5135,2210,5135,2210,DATA
2026-04-14,-2.25,16510225,16510225,2830,5755,2830,5755,DATA
2026-04-14,0.6,1174400,1174400,4225,279,4225,279,DATA
2026-04-14,1.61,8268335,8268335,2840,2957,2840,2957,DATA
2026-04-14,0.0,270045900,270045900,8500,31865,8500,31865,DATA
2026-04-14,-0.67,27243380,27243380,7400,3663,7400,3663,DATA
2026-04-14,1.61,8268335,8268335,2840,2957,2840,2957,Total ci
2026-04-14,-2.78,1644345145,1644345145,28000,57899,28000,57899,DATA
2026-04-14,0.22,33085235,33085235,4590,7197,4590,7197,DATA
2026-04-14,0.0,2911700,2911700,7150,414,7150,414,DATA
2026-04-14,-0.62,18312490,18312490,5645,3266,5645,3266,DATA
2026-04-14,0.25,66624700,66624700,2000,33434,2000,33434,Sucrivoire
2026-04-14,0.24,71054710,71054710,21050,3418,21050,3418,DATA
2026-04-14,-1.17,25410950,25410950,33505,751,33505,751,SGB CI
2026-04-14,-7.43,20997955,20997955,3240,6473,3240,6473,Setao
2026-04-14,-1.29,2410645,2410645,3430,693,3430,693,Servair
2026-04-14,-0.63,8765450,8765450,7850,1110,7850,1110,DATA
2026-04-14,3.21,2550815,2550815,38395,67,38395,67,Solibra
2026-04-14,0.0,72106830,72106830,7000,10282,7000,10282,DATA
2026-04-14,-2.78,1644345145,1644345145,28000,57899,28000,57899,Sonatel
2026-04-14,-1.84,2940985,2940985,1600,1814,1600,1814,DATA
2026-04-14,0.89,2954360,2954360,15350,193,15350,193,DATA
2026-04-14,-0.63,8765450,8765450,7850,1110,7850,1110,SOGB
2026-04-14,-1.01,16347460,16347460,1955,8374,1955,8374,DATA
2026-04-14,0.0,835170,835170,61995,13,61995,13,DATA
2026-04-14,0.22,33085235,33085235,4590,7197,4590,7197,BOA_MALI
2026-04-14,-0.53,8382335,8382335,1890,4456,1890,4456,DATA
2026-04-14,2.04,2761060,2761060,5000,570,5000,570,DATA
2026-04-14,-2.25,16510225,16510225,2830,5755,2830,5755,BOA_NIGER
2026-04-14,0.0,270045900,270045900,8500,31865,8500,31865,BOA_CI
2026-04-14,0.03,30610790,30610790,15620,1959,15620,1959,ECOBANK_CI
2026-04-14,-1.71,10716575,10716575,3160,3365,3160,3365,DATA
2026-04-14,-7.44,46536405,46536405,4840,9152,6845,6472,SAFCA
2026-04-14,0.97,879975,879975,1565,564,1565,564,Bernabe
2026-04-14,1.75,5763900,5763900,2900,2018,2900,2018,DATA
2026-04-14,-1.8,10989035,10989035,1905,5728,1905,5728,DATA
2026-04-14,-3.27,11456545,11456545,2220,5137,2220,5137,DATA
2026-04-14,-3.38,17428785,17428785,3435,5036,3435,5036,ORAGROUP_TOGO
2026-04-14,-0.36,9996685,9996685,1400,7228,1400,7228,DATA
2026-04-14,-0.42,7244890,7244890,11850,611,11850,611,SMBC
2026-04-14,-5.88,37748038,37748038,32,1179604,32,1179604,ETIT
2026-04-14,1.02,6624290,6624290,7395,901,7395,901,Saph
2026-04-14,0.0,72106830,72106830,7000,10282,7000,10282,SIBC
2026-04-14,2.27,22115195,22115195,23010,959,23010,959,BICC
2026-04-14,-4.65,9722310,9722310,2050,4748,2050,4748,Vivo energy
2026-04-14,-1.71,10716575,10716575,3160,3365,3160,3365,Erium ci
2026-04-14,0.0,835170,835170,61995,13,61995,13,Unilever
2026-04-14,0.29,11316990,11316990,5135,2210,5135,2210,BICB
2026-04-14,-0.36,9996685,9996685,1400,7228,1400,7228,NEI-CEDA
2026-04-14,0.0,3578540,3578540,3855,928,3855,928,DATA
2026-04-14,1.02,6624290,6624290,7395,901,7395,901,DATA
2026-04-14,-4.65,5374805,5374805,3995,1334,3995,1334,Sicable
2026-04-14,0.89,2954360,2954360,15350,193,15350,193,CORIS_BANK
2026-04-14,-0.53,19386195,19386195,14100,1372,14100,1372,NSIA
2026-04-14,-0.17,13440175,13440175,2995,4558,2995,4558,Total senegal
2026-04-14,-0.48,14842175,14842175,3135,4873,3135,4873,CIE CI
2026-04-14,0.6,1174400,1174400,4225,279,4225,279,Sicor_ci
2026-04-14,-3.38,17428785,17428785,3435,5036,3435,5036,DATA
2026-04-14,-2.35,43532715,43532715,8300,5425,8300,5425,Palm ci
2026-04-14,-0.67,27243380,27243380,7400,3663,7400,3663,BOA_BENIN
2026-04-14,0.0,3515200,3515200,12000,295,12000,295,Nestle
2026-04-14,-7.43,20997955,20997955,3240,6473,3240,6473,DATA
2026-04-14,2.57,3310695,3310695,15170,219,15170,219,DATA
2026-04-14,-1.29,2410645,2410645,3430,693,3430,693,DATA
2026-04-14,2.57,3310695,3310695,15170,219,15170,219,Orange ci
2026-04-14,-5.88,37748038,37748038,32,1179604,32,1179604,DATA
2026-04-14,0.3,31986310,31986310,6750,4732,6750,4732,BOA_SN
2026-04-14,-3.27,11456545,11456545,2220,5137,2220,5137,Filtisac
2026-04-14,0.0,2911700,2911700,7150,414,7150,414,SODE CI
2026-04-14,0.03,30610790,30610790,15620,1959,15620,1959,DATA
2026-04-14,-4.65,9722310,9722310,2050,4748,2050,4748,DATA
2026-04-14,-1.17,25410950,25410950,33505,751,33505,751,DATA
2026-04-14,-1.01,16347460,16347460,1955,8374,1955,8374,Uniwax
2026-04-14,-1.84,2940985,2940985,1600,1814,1600,1814,Cfao
2026-04-14,-0.62,18312490,18312490,5645,3266,5645,3266,BOA_BF
2026-04-14,-0.17,13440175,13440175,2995,4558,2995,4558,DATA
2026-04-14,0.24,71054710,71054710,21050,3418,21050,3418,Sitab_ci
2026-04-14,-7.44,46536405,46536405,4840,9152,6845,6472,DATA
2026-04-14,2.04,2761060,2761060,5000,570,5000,570,Tractafric
2026-04-14,0.0,3578540,3578540,3855,928,3855,928,LNBB
2026-04-14,1.75,5763900,5763900,2900,2018,2900,2018,Onatel bf
2026-04-14,-2.35,43532715,43532715,8300,5425,8300,5425,DATA
2026-04-14,-0.53,19386195,19386195,14100,1372,14100,1372,DATA
2026-04-14,0.0,3515200,3515200,12000,295,12000,295,DATA
2026-04-15,-7.41,4716000,4716000,3000,1572,3000,1572,DATA
2026-04-15,-3.19,7580495,7580495,8035,937,8035,937,Palm ci
2026-04-15,-1.58,2560290,2560290,2795,912,2795,912,DATA
2026-04-15,0.0,10802965,10802965,2830,3810,2830,3810,DATA
2026-04-15,0.0,555645,555645,4225,135,4225,135,Sicor_ci
2026-04-15,0.16,5475120,5475120,3140,1757,3140,1757,CIE CI
2026-04-15,1.58,21922220,21922220,39000,563,39000,563,Solibra
2026-04-15,0.5,9364070,9364070,14170,665,14170,665,NSIA
2026-04-15,-7.44,19114875,19114875,2925,6359,2925,6359,Erium ci
2026-04-15,-2.44,12669920,12669920,2000,6324,2000,6324,DATA
2026-04-15,-2.5,13435170,13435170,3895,3588,3895,3588,Sicable
2026-04-15,-2.5,13435170,13435170,3895,3588,3895,3588,DATA
2026-04-15,-1.07,2156040,2156040,1385,1560,1385,1560,NEI-CEDA
2026-04-15,-0.79,11135250,11135250,1890,6172,1890,6172,SEMC
2026-04-15,-1.19,22057290,22057290,20800,1077,20800,1077,Sitab_ci
2026-04-15,-0.25,19379975,19379975,1995,9718,1995,9718,DATA
2026-04-15,0.0,3785920,3785920,3430,1106,3430,1106,DATA
2026-04-15,0.0,64503495,64503495,6750,9884,6750,9884,BOA_SN
2026-04-15,-6.25,35092694,35092694,30,1169560,30,1169560,DATA
2026-04-15,1.04,12869955,12869955,23250,554,23250,554,BICC
2026-04-15,1.04,12869955,12869955,23250,554,23250,554,DATA
2026-04-15,-0.1,2174370,2174370,4995,435,4995,435,Tractafric
2026-04-15,-1.51,44582085,44582085,33000,1349,33000,1349,SGB CI
2026-04-15,1.8,18588690,18588690,2260,8359,2260,8359,DATA
2026-04-15,0.5,9364070,9364070,14170,665,14170,665,DATA
2026-04-15,0.0,11508960,11508960,3435,3384,3435,3384,ORAGROUP_TOGO
2026-04-15,-0.04,4624055,4624055,11995,391,11995,391,Nestle
2026-04-15,-5.12,26846620,26846620,1855,14246,1855,14246,DATA
2026-04-15,-1.58,2560290,2560290,2795,912,2795,912,Total ci
2026-04-15,-6.25,7468500,7468500,1500,4917,1500,4917,Cfao
2026-04-15,0.51,26352050,26352050,15700,1649,15700,1649,ECOBANK_CI
2026-04-15,-7.44,8427735,8427735,4480,1881,6335,1330,SAFCA
2026-04-15,-7.44,19114875,19114875,2925,6359,2925,6359,DATA
2026-04-15,-0.03,16109360,16109360,15165,1062,15165,1062,DATA
2026-04-15,-7.41,4716000,4716000,3000,1572,3000,1572,Setao
2026-04-15,0.0,4800490,4800490,7150,716,7150,716,DATA
2026-04-15,0.0,10802965,10802965,2830,3810,2830,3810,BOA_NIGER
2026-04-15,1.79,563155145,563155145,28500,19792,28500,19792,DATA
2026-04-15,0.0,4800490,4800490,7150,716,7150,716,SODE CI
2026-04-15,0.16,5475120,5475120,3140,1757,3140,1757,DATA
2026-04-15,-1.18,84815230,84815230,8400,10078,8400,10078,DATA
2026-04-15,0.0,35387285,35387285,7000,5060,7000,5060,SIBC
2026-04-15,3.38,104888540,104888540,7650,13974,7650,13974,DATA
2026-04-15,0.0,18870810,18870810,4590,4106,4590,4106,DATA
2026-04-15,-0.79,11135250,11135250,1890,6172,1890,6172,DATA
2026-04-15,-2.44,12669920,12669920,2000,6324,2000,6324,Vivo energy
2026-04-15,-3.62,2553150,2553150,2795,903,2795,903,DATA
2026-04-15,-0.1,2174370,2174370,4995,435,4995,435,DATA
2026-04-15,0.29,20942260,20942260,5150,4091,5150,4091,DATA
2026-04-15,0.0,18870810,18870810,4590,4106,4590,4106,BOA_MALI
2026-04-15,1.79,563155145,563155145,28500,19792,28500,19792,Sonatel
2026-04-15,-1.18,84815230,84815230,8400,10078,8400,10078,BOA_CI
2026-04-15,-6.25,7468500,7468500,1500,4917,1500,4917,DATA
2026-04-15,-3.19,7580495,7580495,8035,937,8035,937,DATA
2026-04-15,0.0,3785920,3785920,3430,1106,3430,1106,Servair
2026-04-15,-0.79,10456385,10456385,1875,5634,1875,5634,AGL
2026-04-15,-1.07,2156040,2156040,1385,1560,1385,1560,DATA
2026-04-15,-3.99,259140145,259140145,7100,36970,7100,36970,Saph
2026-04-15,-1.69,7647000,7647000,11650,659,11650,659,SMBC
2026-04-15,1.58,21922220,21922220,39000,563,39000,563,DATA
2026-04-15,0.32,1730290,1730290,1570,1111,1570,1111,DATA
2026-04-15,0.89,12920875,12920875,7920,1635,7920,1635,DATA
2026-04-15,-0.04,4624055,4624055,11995,391,11995,391,DATA
2026-04-15,2.28,9519185,9519185,15700,611,15700,611,DATA
2026-04-15,-1.69,7647000,7647000,11650,659,11650,659,DATA
2026-04-15,-7.44,8427735,8427735,4480,1881,6335,1330,DATA
2026-04-15,-1.51,44582085,44582085,33000,1349,33000,1349,DATA
2026-04-15,0.51,26352050,26352050,15700,1649,15700,1649,DATA
2026-04-15,1.8,18588690,18588690,2260,8359,2260,8359,Filtisac
2026-04-15,-5.12,26846620,26846620,1855,14246,1855,14246,Uniwax
2026-04-15,7.35,9390245,9390245,3215,3048,3215,3048,DATA
2026-04-15,-0.03,16109360,16109360,15165,1062,15165,1062,Orange ci
2026-04-15,0.0,64503495,64503495,6750,9884,6750,9884,DATA
2026-04-15,-0.27,15479130,15479130,5630,2763,5630,2763,BOA_BF
2026-04-15,-3.62,2553150,2553150,2795,903,2795,903,Onatel bf
2026-04-15,0.0,8235135,8235135,3855,2124,3855,2124,LNBB
2026-04-15,-0.79,10456385,10456385,1875,5634,1875,5634,DATA
2026-04-15,-6.25,35092694,35092694,30,1169560,30,1169560,ETIT
2026-04-15,0.32,1730290,1730290,1570,1111,1570,1111,Bernabe
2026-04-15,-0.27,15479130,15479130,5630,2763,5630,2763,DATA
2026-04-15,-1.19,22057290,22057290,20800,1077,20800,1077,DATA
2026-04-15,-3.99,259140145,259140145,7100,36970,7100,36970,DATA
2026-04-15,2.28,9519185,9519185,15700,611,15700,611,CORIS_BANK
2026-04-15,0.0,8235135,8235135,3855,2124,3855,2124,DATA
2026-04-15,0.29,20942260,20942260,5150,4091,5150,4091,BICB
2026-04-15,0.0,11508960,11508960,3435,3384,3435,3384,DATA
2026-04-15,7.35,9390245,9390245,3215,3048,3215,3048,Total senegal
2026-04-15,0.89,12920875,12920875,7920,1635,7920,1635,SOGB
2026-04-15,-0.25,19379975,19379975,1995,9718,1995,9718,Sucrivoire
2026-04-15,0.01,1669445,1669445,62000,27,62000,27,Unilever
2026-04-15,3.38,104888540,104888540,7650,13974,7650,13974,BOA_BENIN
2026-04-15,0.0,35387285,35387285,7000,5060,7000,5060,DATA
2026-04-15,0.0,555645,555645,4225,135,4225,135,DATA
2026-04-15,0.01,1669445,1669445,62000,27,62000,27,DATA
2026-04-16,-7.41,8764745,8764745,1750,4944,1750,4944,SEMC
2026-04-16,3.33,3638460,3638460,1550,2386,1550,2386,Cfao
2026-04-16,-1.76,12979445,12979445,6975,1834,6975,1834,DATA
2026-04-16,-0.39,3291115,3291115,3880,851,3880,851,Sicable
2026-04-16,-7.5,22929195,22929195,4144,5526,5860,3908,DATA
2026-04-16,-1.63,4058005,4058005,11800,343,11800,343,DATA
2026-04-16,-3.54,3914670,3914670,2180,1797,2180,1797,Filtisac
2026-04-16,0.13,5518045,5518045,3860,1421,3860,1421,LNBB
2026-04-16,6.01,136433035,136433035,3000,45775,3000,45775,DATA
2026-04-16,0.13,5518045,5518045,3860,1421,3860,1421,DATA
2026-04-16,-0.5,19353930,19353930,1990,10063,1990,10063,Vivo energy
2026-04-16,-4.27,26503300,26503300,2800,9421,2800,9421,Erium ci
2026-04-16,-1.09,25571600,25571600,15000,1688,15000,1688,Orange ci
2026-04-16,-0.36,5825605,5825605,1380,4334,1380,4334,NEI-CEDA
2026-04-16,-0.5,19353930,19353930,1990,10063,1990,10063,DATA
2026-04-16,-1.09,25571600,25571600,15000,1688,15000,1688,DATA
2026-04-16,0.0,48873150,48873150,6750,7225,6750,7225,DATA
2026-04-16,-0.39,3291115,3291115,3880,851,3880,851,DATA
2026-04-16,0.0,48306595,48306595,5630,8558,5630,8558,BOA_BF
2026-04-16,0.81,12895525,12895525,1870,6871,1870,6871,Uniwax
2026-04-16,1.08,40495295,40495295,23500,1721,23500,1721,BICC
2026-04-16,2.53,1948275,1948275,39985,49,39985,49,Solibra
2026-04-16,-0.99,6490680,6490680,11535,560,11535,560,SMBC
2026-04-16,-6.67,65920428,65920428,28,2353342,28,2353342,ETIT
2026-04-16,-3.51,175263070,175263070,27500,6225,27500,6225,DATA
2026-04-16,6.01,136433035,136433035,3000,45775,3000,45775,BOA_NIGER
2026-04-16,4.38,204562360,204562360,7985,25844,7985,25844,DATA
2026-04-16,1.31,44414705,44414705,4650,9730,4650,9730,BOA_MALI
2026-04-16,4.38,204562360,204562360,7985,25844,7985,25844,BOA_BENIN
2026-04-16,0.0,239302970,239302970,8400,28381,8400,28381,BOA_CI
2026-04-16,-6.98,1281050,1281050,3930,306,3930,306,DATA
2026-04-16,3.33,3638460,3638460,1550,2386,1550,2386,DATA
2026-04-16,0.81,13110575,13110575,8100,1624,8100,1624,DATA
2026-04-16,0.06,37009015,37009015,15710,2257,15710,2257,ECOBANK_CI
2026-04-16,-7.41,8764745,8764745,1750,4944,1750,4944,DATA
2026-04-16,-7.26,1317500,1317500,57500,21,57500,21,Unilever
2026-04-16,-1.63,4058005,4058005,11800,343,11800,343,Nestle
2026-04-16,0.58,2101895,2101895,3450,617,3450,617,Servair
2026-04-16,0.81,13110575,13110575,8100,1624,8100,1624,Palm ci
2026-04-16,-0.36,5825605,5825605,1380,4334,1380,4334,DATA
2026-04-16,0.0,48306595,48306595,5630,8558,5630,8558,DATA
2026-04-16,-3.61,37878825,37878825,20050,1863,20050,1863,DATA
2026-04-16,-6.98,1281050,1281050,3930,306,3930,306,Sicor_ci
2026-04-16,-3.54,3914670,3914670,2180,1797,2180,1797,DATA
2026-04-16,2.76,28005420,28005420,2050,13991,2050,13991,Sucrivoire
2026-04-16,1.08,40495295,40495295,23500,1721,23500,1721,DATA
2026-04-16,0.0,48873150,48873150,6750,7225,6750,7225,BOA_SN
2026-04-16,2.53,1948275,1948275,39985,49,39985,49,DATA
2026-04-16,0.0,9595355,9595355,7920,1212,7920,1212,DATA
2026-04-16,0.0,239302970,239302970,8400,28381,8400,28381,DATA
2026-04-16,0.18,6536880,6536880,14195,461,14195,461,DATA
2026-04-16,0.0,9595355,9595355,7920,1212,7920,1212,SOGB
2026-04-16,-0.14,2744120,2744120,7140,402,7140,402,SODE CI
2026-04-16,0.0,45853930,45853930,7000,6562,7000,6562,DATA
2026-04-16,0.0,35717580,35717580,33000,1087,33000,1087,SGB CI
2026-04-16,-1.67,30179855,30179855,2950,10435,2950,10435,Setao
2026-04-16,-3.51,175263070,175263070,27500,6225,27500,6225,Sonatel
2026-04-16,-0.78,5627380,5627380,5110,1100,5110,1100,BICB
2026-04-16,0.0,33332070,33332070,2795,12503,2795,12503,Total ci
2026-04-16,-1.76,12979445,12979445,6975,1834,6975,1834,Saph
2026-04-16,0.0,5689200,5689200,4995,1152,4995,1152,DATA
2026-04-16,2.02,5282855,5282855,3280,1624,3280,1624,DATA
2026-04-16,0.0,5689200,5689200,4995,1152,4995,1152,Tractafric
2026-04-16,5.1,51937325,51937325,16500,3222,16500,3222,CORIS_BANK
2026-04-16,-7.26,1317500,1317500,57500,21,57500,21,DATA
2026-04-16,-1.27,2418575,2418575,3100,775,3100,775,CIE CI
2026-04-16,-1.87,11105885,11105885,1840,6019,1840,6019,DATA
2026-04-16,0.0,33332070,33332070,2795,12503,2795,12503,DATA
2026-04-16,0.81,12895525,12895525,1870,6871,1870,6871,DATA
2026-04-16,-0.73,5579105,5579105,3410,1631,3410,1631,ORAGROUP_TOGO
2026-04-16,0.18,6536880,6536880,14195,461,14195,461,NSIA
2026-04-16,-1.67,30179855,30179855,2950,10435,2950,10435,DATA
2026-04-16,0.06,37009015,37009015,15710,2257,15710,2257,DATA
2026-04-16,0.0,35717580,35717580,33000,1087,33000,1087,DATA
2026-04-16,-2.68,4387110,4387110,2720,1587,2720,1587,DATA
2026-04-16,5.1,51937325,51937325,16500,3222,16500,3222,DATA
2026-04-16,-0.32,1301055,1301055,1565,839,1565,839,Bernabe
2026-04-16,-6.67,65920428,65920428,28,2353342,28,2353342,DATA
2026-04-16,2.76,28005420,28005420,2050,13991,2050,13991,DATA
2026-04-16,0.0,45853930,45853930,7000,6562,7000,6562,SIBC
2026-04-16,-1.27,2418575,2418575,3100,775,3100,775,DATA
2026-04-16,-2.68,4387110,4387110,2720,1587,2720,1587,Onatel bf
2026-04-16,-0.99,6490680,6490680,11535,560,11535,560,DATA
2026-04-16,-0.73,5579105,5579105,3410,1631,3410,1631,DATA
2026-04-16,-0.14,2744120,2744120,7140,402,7140,402,DATA
2026-04-16,-7.5,22929195,22929195,4144,5526,5860,3908,SAFCA
2026-04-16,-0.78,5627380,5627380,5110,1100,5110,1100,DATA
2026-04-16,0.58,2101895,2101895,3450,617,3450,617,DATA
2026-04-16,2.02,5282855,5282855,3280,1624,3280,1624,Total senegal
2026-04-16,-4.27,26503300,26503300,2800,9421,2800,9421,DATA
2026-04-16,1.31,44414705,44414705,4650,9730,4650,9730,DATA
2026-04-16,-1.87,11105885,11105885,1840,6019,1840,6019,AGL
2026-04-16,-0.32,1301055,1301055,1565,839,1565,839,DATA
2026-04-16,-3.61,37878825,37878825,20050,1863,20050,1863,Sitab_ci
2026-04-17,4.66,3781360,3781360,7300,520,7300,520,Saph
2026-04-17,-3.83,657460,657460,1505,422,1505,422,DATA
2026-04-17,0.0,22623700,22623700,7985,2834,7985,2834,DATA
2026-04-17,-1.02,17358055,17358055,14050,1231,14050,1231,NSIA
2026-04-17,-0.63,2328340,2328340,7870,295,7870,295,DATA
2026-04-17,-0.46,2904210,2904210,39800,73,39800,73,Solibra
2026-04-17,7.38,230510,230510,4220,58,4220,58,Sicor_ci
2026-04-17,0.0,5215295,5215295,8100,641,8100,641,Palm ci
2026-04-17,-2.99,10923445,10923445,1785,6094,1785,6094,AGL
2026-04-17,-0.46,2904210,2904210,39800,73,39800,73,DATA
2026-04-17,0.0,8849070,8849070,3100,2843,3100,2843,CIE CI
2026-04-17,0.29,49245605,49245605,7020,7038,7020,7038,SIBC
2026-04-17,-0.72,1097745,1097745,1370,818,1370,818,DATA
2026-04-17,-0.72,1097745,1097745,1370,818,1370,818,NEI-CEDA
2026-04-17,-6.61,12037075,12037075,2755,4278,2755,4278,DATA
2026-04-17,-2.99,10923445,10923445,1785,6094,1785,6094,DATA
2026-04-17,0.0,22623700,22623700,7985,2834,7985,2834,BOA_BENIN
2026-04-17,-1.47,14627335,14627335,3360,4358,3360,4358,DATA
2026-04-17,7.38,230510,230510,4220,58,4220,58,DATA
2026-04-17,-7.14,97608234,97608234,26,3753668,26,3753668,ETIT
2026-04-17,0.29,49245605,49245605,7020,7038,7020,7038,DATA
2026-04-17,2.24,14865015,14865015,20500,734,20500,734,DATA
2026-04-17,0.0,21414480,21414480,5630,3817,5630,3817,DATA
2026-04-17,0.0,28142790,28142790,5110,5498,5110,5498,DATA
2026-04-17,1.08,16532750,16532750,4700,3562,4700,3562,BOA_MALI
2026-04-17,0.0,5215295,5215295,8100,641,8100,641,DATA
2026-04-17,-0.49,26787215,26787215,2040,13375,2040,13375,Sucrivoire
2026-04-17,0.0,12491690,12491690,3280,3925,3280,3925,Total senegal
2026-04-17,4.66,3781360,3781360,7300,520,7300,520,DATA
2026-04-17,0.0,28142790,28142790,5110,5498,5110,5498,BICB
2026-04-17,1.85,4688805,4688805,16805,280,16805,280,CORIS_BANK
2026-04-17,1.81,9696695,9696695,3930,2521,3930,2521,DATA
2026-04-17,3.62,38941880,38941880,28495,1367,28495,1367,Sonatel
2026-04-17,-1.9,4215235,4215235,4900,858,4900,858,DATA
2026-04-17,0.0,2128000,2128000,57500,37,57500,37,DATA
2026-04-17,0.0,2128000,2128000,57500,37,57500,37,Unilever
2026-04-17,-0.32,5143310,5143310,1545,3325,1545,3325,DATA
2026-04-17,0.0,2475175,2475175,2795,885,2795,885,DATA
2026-04-17,0.0,4601990,4601990,2720,1689,2720,1689,DATA
2026-04-17,-3.57,8851395,8851395,2700,3270,2700,3270,Erium ci
2026-04-17,2.38,99672090,99672090,8600,11645,8600,11645,BOA_CI
2026-04-17,-4.2,8866195,8866195,3305,2653,3305,2653,Servair
